Root	Category	Name	TunerType	DiseqC	LNB-Selection	LNB	Frequency	Polarity	Symbolrate	FEC	APID	VPID	PMTPID	PCRPID	AC3	TelePID	SID	StreamID	Encrypted	NetworkID	SatModulation	SatModulationSystem	Group	Language	AudioChannel	EPGFlag	Volume	OrbitalPos	DiSEqCValue
Astra 19.2°E	ARD/ZDF	Das Erste	1	3	1	10600	11837	h	27500	2	102	101	100	101	0	104	28106	1101	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	Das Erste (AC3,deu)	1	3	1	10600	11837	h	27500	2	106	101	100	101	1	104	28106	1101	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	Das Erste (mis)	1	3	1	10600	11837	h	27500	2	103	101	100	101	0	104	28106	1101	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	ZDF	1	3	1	10600	11954	h	27500	2	120	110	100	110	0	130	28006	1079	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	ZDF (AC3,deu)	1	3	1	10600	11954	h	27500	2	125	110	100	110	1	130	28006	1079	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	ZDF (mul)	1	3	1	10600	11954	h	27500	2	122	110	100	110	0	130	28006	1079	152	1	1	0	0	mul	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	ZDF (mis)	1	3	1	10600	11954	h	27500	2	121	110	100	110	0	130	28006	1079	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	3sat	1	3	1	10600	11954	h	27500	2	220	210	200	210	0	230	28007	1079	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	3sat (AC3,deu)	1	3	1	10600	11954	h	27500	2	225	210	200	210	1	230	28007	1079	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	3sat (mis)	1	3	1	10600	11954	h	27500	2	221	210	200	210	0	230	28007	1079	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	3sat (mul)	1	3	1	10600	11954	h	27500	2	222	210	200	210	0	230	28007	1079	152	1	1	0	0	mul	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	arte (deu)	1	3	0	9750	10744	h	22000	-1	402	401	400	401	0	404	28724	1051	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	arte (fra)	1	3	0	9750	10744	h	22000	-1	403	401	400	401	0	404	28724	1051	152	1	1	0	0	fra	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	KiKa	1	3	1	10600	11954	h	27500	2	320	310	300	310	0	330	28008	1079	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	KiKa (AC3)	1	3	1	10600	11954	h	27500	2	325	310	300	310	1	330	28008	1079	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	KiKa (mis)	1	3	1	10600	11954	h	27500	2	321	310	300	310	0	330	28008	1079	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	EinsFestival	1	3	0	9750	10744	h	22000	-1	202	201	200	201	0	204	28722	1051	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	EinsFestival (mis)	1	3	0	9750	10744	h	22000	-1	203	201	200	201	0	204	28722	1051	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	EinsFestival (AC3,deu)	1	3	0	9750	10744	h	22000	-1	206	201	200	201	1	204	28722	1051	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	EinsPlus	1	3	0	9750	10744	h	22000	-1	302	301	300	301	0	304	28723	1051	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	EinsPlus (mis)	1	3	0	9750	10744	h	22000	-1	303	301	300	301	0	304	28723	1051	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	EinsPlus (AC3,deu)	1	3	0	9750	10744	h	22000	-1	306	301	300	301	1	304	28723	1051	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	zdf_neo	1	3	1	10600	11954	h	27500	2	670	660	650	660	0	680	28014	1079	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	zdf_neo (mis)	1	3	1	10600	11954	h	27500	2	671	660	650	660	0	680	28014	1079	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	zdf_neo (mul)	1	3	1	10600	11954	h	27500	2	672	660	650	660	0	680	28014	1079	152	1	1	0	0	mul	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	zdf_neo (AC3,deu)	1	3	1	10600	11954	h	27500	2	675	660	650	660	1	680	28014	1079	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	ZDFInfo	1	3	1	10600	11954	h	27500	2	620	610	600	610	0	630	28011	1079	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	ZDFInfo (mis)	1	3	1	10600	11954	h	27500	2	621	610	600	610	0	630	28011	1079	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	ZDFInfo (mul)	1	3	1	10600	11954	h	27500	2	622	610	600	610	0	630	28011	1079	152	1	1	0	0	mul	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	ZDFInfo (AC3,ger)	1	3	1	10600	11954	h	27500	2	625	610	600	610	1	630	28011	1079	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	zdf.kultur (deu)	1	3	1	10600	11954	h	27500	2	1120	1110	1100	1110	0	1130	28016	1079	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	zdf.kultur (mis)	1	3	1	10600	11954	h	27500	2	1121	1110	1100	1110	0	1130	28016	1079	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	zdf.kultur (mul)	1	3	1	10600	11954	h	27500	2	1122	1110	1100	1110	0	1130	28016	1079	152	1	1	0	0	mul	0	0	0	192	0
Astra 19.2°E	ARD/ZDF	zdf.kultur (AC3,deu)	1	3	1	10600	11954	h	27500	2	1125	1110	1100	1110	1	1130	28016	1079	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	Das Erste HD (deu)	1	3	0	9750	11494	h	22000	1	5102	5101	5100	5101	16	5104	10301	1019	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	Das Erste HD (mis)	1	3	0	9750	11494	h	22000	1	5103	5101	5100	5101	16	5104	10301	1019	152	1	134	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	Das Erste HD (AC3,deu)	1	3	0	9750	11494	h	22000	1	5106	5101	5100	5101	17	5104	10301	1019	152	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	ZDF HD (deu)	1	3	0	9750	11362	h	22000	1	6120	6110	6100	6110	16	6130	11110	1011	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	ZDF HD (mis)	1	3	0	9750	11362	h	22000	1	6121	6110	6100	6110	16	6130	11110	1011	152	1	134	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	ZDF HD (mul)	1	3	0	9750	11362	h	22000	1	6123	6110	6100	6110	16	6130	11110	1011	152	1	134	0	0	mul	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	ZDF HD (AC3,ger)	1	3	0	9750	11362	h	22000	1	6122	6110	6100	6110	17	6130	11110	1011	152	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	3sat HD (deu)	1	3	0	9750	11348	v	22000	1	6520	6510	6500	6510	16	6530	11150	1010	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	3sat HD (mis)	1	3	0	9750	11348	v	22000	1	6521	6510	6500	6510	16	6530	11150	1010	152	1	134	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	3sat HD (mul)	1	3	0	9750	11348	v	22000	1	6523	6510	6500	6510	16	6530	11150	1010	152	1	134	0	0	mul	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	3sat HD (AC3,ger)	1	3	0	9750	11348	v	22000	1	6522	6510	6500	6510	17	6530	11150	1010	152	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	arte HD (deu)	1	3	0	9750	11494	h	22000	1	5112	5111	5110	5111	16	5114	10302	1019	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	arte HD (fra)	1	3	0	9750	11494	h	22000	1	5113	5111	5110	5111	16	5114	10302	1019	152	1	134	0	0	fra	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	arte HD (deu) (AC3,deu)	1	3	0	9750	11494	h	22000	1	5116	5111	5110	5111	17	5114	10302	1019	152	1	134	0	0	mul	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	KiKA HD (deu)	1	3	0	9750	11348	v	22000	1	6620	6610	6600	6610	16	6630	11160	1010	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	KiKA HD (AC3,ger)	1	3	0	9750	11348	v	22000	1	6622	6610	6600	6610	17	6630	11160	1010	152	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	KiKA HD (mis)	1	3	0	9750	11348	v	22000	1	6621	6610	6600	6610	16	6630	11160	1010	152	1	134	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	zdf.kultur HD (deu)	1	3	0	9750	11362	h	22000	1	6420	6410	6400	6410	16	6430	11140	1011	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	zdf.kultur HD (mis)	1	3	0	9750	11362	h	22000	1	6421	6410	6400	6410	16	6430	11140	1011	152	1	134	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	zdf.kultur HD (mul)	1	3	0	9750	11362	h	22000	1	6423	6410	6400	6410	16	6430	11140	1011	152	1	134	0	0	mul	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	zdf.kultur HD (AC3,ger)	1	3	0	9750	11362	h	22000	1	6422	6410	6400	6410	17	6430	11140	1011	152	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	zdf_neo HD (deu)	1	3	0	9750	11362	h	22000	1	6320	6310	6300	6310	16	6330	11130	1011	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	zdf_neo HD (mis)	1	3	0	9750	11362	h	22000	1	6321	6310	6300	6310	16	6330	11130	1011	152	1	134	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	zdf_neo HD (mul)	1	3	0	9750	11362	h	22000	1	6323	6310	6300	6310	16	6330	11130	1011	152	1	134	0	0	mul	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	zdf_neo HD (AC3,ger)	1	3	0	9750	11362	h	22000	1	6322	6310	6300	6310	17	6330	11130	1011	152	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	ZDFinfo HD (deu)	1	3	0	9750	11348	v	22000	1	6720	6710	6700	6710	16	6730	11170	1010	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	ZDFinfo HD (mis)	1	3	0	9750	11348	v	22000	1	6721	6710	6700	6710	16	6730	11170	1010	152	1	134	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	ZDFinfo HD (mul)	1	3	0	9750	11348	v	22000	1	6723	6710	6700	6710	16	6730	11170	1010	152	1	134	0	0	mul	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	ZDFinfo HD (AC3,ger)	1	3	0	9750	11348	v	22000	1	6722	6710	6700	6710	17	6730	11170	1010	152	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	BR Nord HD (deu)	1	3	0	9750	11583	h	22000	1	5202	5201	5210	5201	16	5204	10326	1025	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	BR Nord HD (mis)	1	3	0	9750	11583	h	22000	1	5203	5201	5210	5201	16	5204	10326	1025	152	1	134	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	BR Nord HD (AC3,deu)	1	3	0	9750	11583	h	22000	1	5206	5201	5210	5201	17	5204	10326	1025	152	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	BR Süd HD (deu)	1	3	0	9750	11583	h	22000	1	5202	5201	5200	5201	16	5204	10325	1025	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	BR Süd HD (mis)	1	3	0	9750	11583	h	22000	1	5203	5201	5200	5201	16	5204	10325	1025	152	1	134	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	BR Süd HD (AC3,deu)	1	3	0	9750	11583	h	22000	1	5206	5201	5200	5201	17	5204	10325	1025	152	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	NDR FS HH HD (deu)	1	3	0	9750	11583	h	22000	1	5222	5221	5240	5221	16	5224	10329	1025	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	NDR FS HH HD (mis)	1	3	0	9750	11583	h	22000	1	5223	5221	5240	5221	16	5224	10329	1025	152	1	134	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	NDR FS HH HD (AC3,deu)	1	3	0	9750	11583	h	22000	1	5226	5221	5240	5221	17	5224	10329	1025	152	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	NDR FS MV HD (deu)	1	3	0	9750	11583	h	22000	1	5222	5221	5230	5221	16	5224	10328	1025	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	NDR FS MV HD (mis)	1	3	0	9750	11583	h	22000	1	5223	5221	5230	5221	16	5224	10328	1025	152	1	134	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	NDR FS MV HD (AC3,deu)	1	3	0	9750	11583	h	22000	1	5226	5221	5230	5221	17	5224	10328	1025	152	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	NDR FS NDS HD (deu)	1	3	0	9750	11583	h	22000	1	5222	5221	5220	5221	16	5224	10327	1025	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	NDR FS NDS HD (mis)	1	3	0	9750	11583	h	22000	1	5223	5221	5220	5221	16	5224	10327	1025	152	1	134	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	NDR FS NDS HD (AC3,ger)	1	3	0	9750	11583	h	22000	1	5226	5221	5220	5221	17	5224	10327	1025	152	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	NDR FS SH HD (deu)	1	3	0	9750	11583	h	22000	1	5222	5221	5250	5221	16	5224	10330	1025	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	NDR FS SH HD (mis)	1	3	0	9750	11583	h	22000	1	5223	5221	5250	5221	16	5224	10330	1025	152	1	134	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	NDR FS SH HD (AC3,deu)	1	3	0	9750	11583	h	22000	1	5226	5221	5250	5221	17	5224	10330	1025	152	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	PHOENIX HD (deu)	1	3	0	9750	11583	h	22000	1	5262	5261	5260	5261	16	5264	10331	1025	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	PHOENIX HD (mul)	1	3	0	9750	11583	h	22000	1	5263	5261	5260	5261	16	5264	10331	1025	152	1	134	0	0	mul	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	SWR BW HD (deu)	1	3	0	9750	11494	h	22000	1	5122	5121	5120	5121	16	5124	10303	1019	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	SWR BW HD (mis)	1	3	0	9750	11494	h	22000	1	5123	5121	5120	5121	16	5124	10303	1019	152	1	134	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	SWR BW HD (AC3,deu)	1	3	0	9750	11494	h	22000	1	5126	5121	5120	5121	17	5124	10303	1019	152	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	SWR RP HD (deu)	1	3	0	9750	11494	h	22000	1	5122	5121	5130	5121	16	5134	10304	1019	24	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	SWR RP HD (mis)	1	3	0	9750	11494	h	22000	1	5123	5121	5130	5121	16	5134	10304	1019	152	1	134	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	SWR RP HD (AC3,deu)	1	3	0	9750	11494	h	22000	1	5126	5121	5130	5121	17	5134	10304	1019	152	1	134	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Aachen (deu)	1	3	1	10600	12604	h	22000	3	5602	5601	5600	5601	16	5604	28544	1111	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Aachen (mis)	1	3	1	10600	12604	h	22000	3	5603	5601	5600	5601	16	5604	28544	1111	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Aachen (AC3,deu)	1	3	1	10600	12604	h	22000	3	5606	5601	5600	5601	17	5604	28544	1111	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Bielefeld (deu)	1	3	1	10600	12422	h	27500	2	5502	5501	5510	5501	16	5504	28326	1201	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Bielefeld (mis)	1	3	1	10600	12422	h	27500	2	5503	5501	5510	5501	16	5504	28326	1201	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Bielefeld (AC3,deu)	1	3	1	10600	12422	h	27500	2	5506	5501	5510	5501	17	5504	28326	1201	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Bonn (deu)	1	3	1	10600	12604	h	22000	3	5602	5601	5620	5601	16	5604	28546	1111	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Bonn (mis)	1	3	1	10600	12604	h	22000	3	5603	5601	5620	5601	16	5604	28546	1111	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Bonn (AC3,deu)	1	3	1	10600	12604	h	22000	3	5606	5601	5620	5601	17	5604	28546	1111	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Dortmund (deu)	1	3	1	10600	12422	h	27500	2	5502	5501	5520	5501	16	5504	28327	1201	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Dortmund (mis)	1	3	1	10600	12422	h	27500	2	5503	5501	5520	5501	16	5504	28327	1201	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Dortmund (AC3,deu)	1	3	1	10600	12422	h	27500	2	5506	5501	5520	5501	17	5504	28327	1201	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Duisburg (deu)	1	3	1	10600	12604	h	22000	3	5602	5601	5630	5601	16	5604	28547	1111	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Duisburg (mis)	1	3	1	10600	12604	h	22000	3	5603	5601	5630	5601	16	5604	28547	1111	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Duisburg (AC3,deu)	1	3	1	10600	12604	h	22000	3	5606	5601	5630	5601	17	5604	28547	1111	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Düsseldorf (deu)	1	3	1	10600	12422	h	27500	2	5502	5501	5530	5501	16	5504	28328	1201	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Düsseldorf (mis)	1	3	1	10600	12422	h	27500	2	5503	5501	5530	5501	16	5504	28328	1201	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Düsseldorf (AC3,deu)	1	3	1	10600	12422	h	27500	2	5506	5501	5530	5501	17	5504	28328	1201	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Essen (deu)	1	3	1	10600	12422	h	27500	2	5502	5501	5540	5501	16	5504	28329	1201	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Essen (mis)	1	3	1	10600	12422	h	27500	2	5503	5501	5540	5501	16	5504	28329	1201	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Essen (AC3,deu)	1	3	1	10600	12422	h	27500	2	5506	5501	5540	5501	17	5504	28329	1201	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Köln (deu)	1	3	1	10600	12422	h	27500	2	5502	5501	5500	5501	16	5504	28325	1201	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Köln (mis)	1	3	1	10600	12422	h	27500	2	5503	5501	5500	5501	16	5504	28325	1201	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Köln (AC3,deu)	1	3	1	10600	12422	h	27500	2	5506	5501	5500	5501	17	5504	28325	1201	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Münster (deu)	1	3	1	10600	12422	h	27500	2	5502	5501	5550	5501	16	5504	28330	1201	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Münster (mis)	1	3	1	10600	12422	h	27500	2	5503	5501	5550	5501	16	5504	28330	1201	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Münster (AC3,deu)	1	3	1	10600	12422	h	27500	2	5506	5501	5550	5501	17	5504	28330	1201	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Siegen (deu)	1	3	1	10600	12422	h	27500	2	5502	5501	5560	5501	16	5504	28331	1201	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Siegen (mis)	1	3	1	10600	12422	h	27500	2	5503	5501	5560	5501	16	5504	28331	1201	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Siegen (AC3,deu)	1	3	1	10600	12422	h	27500	2	5506	5501	5560	5501	17	5504	28331	1201	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Wuppertal (deu)	1	3	1	10600	12604	h	22000	3	5602	5601	5610	5601	16	5604	28545	1111	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Wuppertal (mis)	1	3	1	10600	12604	h	22000	3	5603	5601	5610	5601	16	5604	28545	1111	152	1	1	0	0	mis	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	WDR HD Wuppertal (AC3,deu)	1	3	1	10600	12604	h	22000	3	5606	5601	5610	5601	17	5604	28545	1111	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	Einsfestival HD	1	3	1	10600	12422	h	27500	2	1602	1601	1600	1601	16	1604	28396	1201	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	ARD/ZDF HD	Einsfestival HD (AC3)	1	3	1	10600	12422	h	27500	2	1606	1601	1600	1601	17	1604	28396	1201	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	Private	RTL Television	1	3	1	10600	12188	h	27500	2	104	163	44	163	0	105	12003	1089	24	1	1	0	0	ger	0	0	0	192	0
Astra 19.2°E	Private	RTL Television (AC3)	1	3	1	10600	12188	h	27500	2	106	163	44	163	1	105	12003	1089	152	1	1	0	0	ger	0	0	0	192	0
Astra 19.2°E	Private	RTL2	1	3	1	10600	12188	h	27500	2	128	166	46	166	0	68	12020	1089	24	1	1	0	0	ger	0	0	0	192	0
Astra 19.2°E	Private	Super RTL	1	3	1	10600	12188	h	27500	2	120	165	45	165	0	65	12040	1089	24	1	1	0	0	ger	0	0	0	192	0
Astra 19.2°E	Private	VOX	1	3	1	10600	12188	h	27500	2	136	167	47	167	0	71	12060	1089	24	1	1	0	0	ger	0	0	0	192	0
Astra 19.2°E	Private	RTLNITRO	1	3	1	10600	12188	h	27500	2	146	173	53	173	0	84	12061	1089	24	1	1	0	0	ger	0	0	0	192	0
Astra 19.2°E	Private	ProSieben	1	3	1	10600	12545	h	22000	3	512	511	97	511	0	33	17501	1107	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	Private	ProSieben (AC3)	1	3	1	10600	12545	h	22000	3	515	511	97	511	1	33	17501	1107	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	Private	SAT.1	1	3	1	10600	12545	h	22000	3	256	255	96	255	0	32	17500	1107	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	Private	SAT.1 (AC3)	1	3	1	10600	12545	h	22000	3	259	255	96	255	1	32	17500	1107	152	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	Private	kabel eins	1	3	1	10600	12545	h	22000	3	768	767	98	767	0	34	17502	1107	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	Private	Tele 5	1	3	1	10600	12480	v	27500	2	1536	1535	99	1535	0	38	51	33	24	133	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	Private	NICK/COMEDY	1	3	1	10600	11974	v	27500	2	4102	4101	420	8190	0	4104	28680	1078	24	1	1	0	0	ger	0	0	0	192	0
Astra 19.2°E	Private	DAS VIERTE	1	3	1	10600	12461	h	27500	2	2048	2047	115	2047	0	36	1793	5	24	133	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	Private	SIXX	1	3	1	10600	12461	h	27500	2	768	767	99	767	0	35	776	5	24	133	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	Private	SAT.1 Gold	1	3	1	10600	12545	h	22000	3	1280	1279	100	1279	0	36	17504	1107	24	1	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	Private	ANIXE SD	1	3	1	10600	12461	h	27500	2	3312	3311	107	3311	0	0	764	5	24	133	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	Private	DMAX	1	3	1	10600	12480	v	27500	2	3328	3327	108	3327	0	44	63	33	24	133	1	0	0	deu	0	0	0	192	0
Astra 19.2°E	Private	ServusTV Deutschland	1	3	1	10600	12663	h	22000	3	1111	1110	1210	1110	0	1115	13110	1115	24	1	1	0	0	ger	0	0	0	192	0
Astra 19.2°E	Private	ServusTV Deutschland (1)	1	3	1	10600	12663	h	22000	3	1112	1110	1210	1110	0	1115	13110	1115	152	1	1	0	0	eng	0	0	0	192	0
Astra 19.2°E	Private	RiC	1	3	1	10600	12693	h	22000	3	191	190	1009	190	0	0	13019	1117	24	1	1	0	0	ger	0	0	0	192	0
